,CHR,START,END,SYMBOL,WestEurasia-Oceania,WestEurasia-America,WestEurasia-Africa,WestEurasia-EastAsia,WestEurasia-SouthAsia,WestEurasia-CentralAsiaSiberia,Oceania-America,Oceania-Africa,Oceania-EastAsia,Oceania-SouthAsia,Oceania-CentralAsiaSiberia,America-Africa,America-EastAsia,America-SouthAsia,America-CentralAsiaSiberia,Africa-EastAsia,Africa-SouthAsia,Africa-CentralAsiaSiberia,EastAsia-SouthAsia,EastAsia-CentralAsiaSiberia,SouthAsia-CentralAsiaSiberia
765,chrX,135003789,135014917,ARHGEF6,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
766,chrX,135022298,135032726,ARHGEF6,0.01373,0.14371,0.01032,0.02993,0.02342,0.05242,0.14821,0.01601,0.02027,0.05446,0.044,0.14873,0.08113,0.29604,0.06188,0.02307,0.04118,0.04741,0.08362,0.01908,0.13657
767,chrX,135078342,135087655,ARHGEF6,0.01148,0.08268,0.0127,0.01243,0.02421,0.03982,0.14821,0.01601,0.02389,0.02451,0.0715,0.14873,0.07104,0.2029,0.0382,0.02827,0.01716,0.07823,0.04934,0.02881,0.11668
768,chrX,135078342,135087655,RNU6-972P,0.01148,0.08268,0.0127,0.01243,0.02421,0.03982,0.14821,0.01601,0.02389,0.02451,0.0715,0.14873,0.07104,0.2029,0.0382,0.02827,0.01716,0.07823,0.04934,0.02881,0.11668
769,chrX,136912740,136926052,FGF13,0.01689,0.10527,0.00971,0.01566,0.02942,0.08783,0.09602,0.01882,0.01431,0.07612,0.06588,0.11463,0.08113,0.26134,0.02461,0.0145,0.04685,0.08791,0.06706,0.05986,0.21717
770,chrX,136926052,136937142,FGF13,0.01305,0.08315,0.00878,0.01761,0.02013,0.06827,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
771,chrX,137084655,137096737,FGF13,0.0133,0.08971,0.00878,0.01829,0.02112,0.07317,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
772,chrX,137106259,137114361,FGF13,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
773,chrX,137137653,137149883,FGF13,0.01689,0.10527,0.00971,0.01987,0.01589,0.08783,0.09602,0.01882,0.01453,0.04786,0.06588,0.11463,0.07104,0.2029,0.02461,0.01741,0.027,0.08791,0.04934,0.05113,0.16525
774,chrX,137301606,137326462,FGF13,0.0133,0.08971,0.00878,0.01829,0.02112,0.07317,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
775,chrX,137371425,137384124,FGF13,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
776,chrX,137467267,137478302,FGF13,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
777,chrX,137825433,137843418,F9,0.01305,0.08315,0.00878,0.01761,0.02013,0.06827,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
778,chrX,137972298,137982187,MCF2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
779,chrX,137982187,137991919,MCF2,0.0149,0.09723,0.00904,0.02139,0.01834,0.08024,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
780,chrX,138159965,138171590,ATP11C,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
781,chrX,138270090,138278531,CXorf66,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
782,chrX,139312162,139320621,SPANXB1,0.03553,0.06133,0.03542,0.02051,0.01719,0.0316,0.20286,0.09695,0.01954,0.02512,0.12641,0.02026,0.13658,0.1396,0.03207,0.07673,0.07018,0.01514,0.01229,0.08293,0.08027
783,chrX,146246353,146256297,FMR1NB,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
784,chrX,147040046,147048167,AFF2,0.01206,0.08268,0.00891,0.01564,0.03027,0.06659,0.09602,0.01882,0.01563,0.05411,0.06588,0.11463,0.06191,0.20223,0.02461,0.02125,0.03295,0.08791,0.06587,0.04339,0.16911
785,chrX,147877106,147886970,TMEM185A,0.01117,0.07611,0.00943,0.01343,0.0276,0.06047,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
786,chrX,148644717,148654974,MAMLD1,0.01036,0.09377,0.01039,0.0108,0.03718,0.042,0.16016,0.01651,0.01756,0.04786,0.06588,0.16145,0.09813,0.28727,0.04768,0.0205,0.03369,0.07505,0.0673,0.0366,0.16525
787,chrX,148654974,148666145,MAMLD1,0.02104,0.11336,0.00988,0.02588,0.01174,0.09707,0.09602,0.02249,0.01453,0.04786,0.06588,0.13081,0.07104,0.2029,0.02461,0.0221,0.02146,0.1023,0.04934,0.05113,0.16525
788,chrX,148696889,148713585,MAMLD1,0.01305,0.08315,0.00878,0.01761,0.02013,0.06827,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
789,chrX,148841077,148849745,MTM1,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
790,chrX,149063055,149074856,CD99L2,0.01033,0.09821,0.00891,0.01564,0.02421,0.06659,0.13298,0.01566,0.02024,0.03452,0.08551,0.13011,0.07626,0.21432,0.03137,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
791,chrX,149074856,149082891,CD99L2,0.01206,0.09821,0.00891,0.01564,0.02421,0.06659,0.1095,0.01882,0.01563,0.04786,0.06588,0.13011,0.07626,0.21432,0.03137,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
792,chrX,149094884,149103285,CD99L2,0.01689,0.12156,0.00971,0.02497,0.01589,0.08783,0.1095,0.01882,0.01563,0.04786,0.06588,0.13011,0.07626,0.21432,0.03137,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
793,chrX,149074856,149082891,LOC124905294,0.01206,0.09821,0.00891,0.01564,0.02421,0.06659,0.1095,0.01882,0.01563,0.04786,0.06588,0.13011,0.07626,0.21432,0.03137,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
794,chrX,149822013,149832380,PASD1,0.0133,0.08971,0.00878,0.01829,0.02112,0.07317,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
795,chrX,149859218,149869155,PASD1,0.01117,0.07611,0.00943,0.01343,0.0276,0.06047,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
796,chrX,150483665,150491895,GABRA3,0.01305,0.08315,0.00878,0.01404,0.02013,0.06827,0.09602,0.01882,0.01453,0.04786,0.06588,0.11463,0.07104,0.2029,0.02461,0.01741,0.027,0.08791,0.04934,0.05113,0.16525
797,chrX,150495566,150511547,GABRA3,0.01305,0.08315,0.00878,0.01761,0.02676,0.06827,0.09602,0.01882,0.01563,0.06051,0.06588,0.11463,0.06191,0.23046,0.02461,0.02125,0.03567,0.08791,0.07188,0.04339,0.18979
798,chrX,150523081,150544081,GABRA3,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
799,chrX,150555767,150563768,GABRA3,0.01206,0.08268,0.00891,0.01243,0.02421,0.06659,0.09602,0.01882,0.01453,0.04786,0.06588,0.11463,0.07104,0.2029,0.02461,0.01741,0.027,0.08791,0.04934,0.05113,0.16525
800,chrX,150580586,150589872,GABRA3,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
801,chrX,150603347,150612442,GABRA3,0.01305,0.08315,0.00878,0.01761,0.02013,0.06827,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
802,chrX,150633979,150642045,GABRA3,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
803,chrX,150644073,150655443,GABRA3,0.0133,0.08971,0.00878,0.01829,0.02112,0.07317,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
804,chrX,150696380,150711304,GABRA3,0.0149,0.09723,0.00904,0.02139,0.01834,0.08024,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
805,chrX,151101647,151110410,NSDHL,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
806,chrX,151116385,151124920,NSDHL,0.0133,0.08971,0.00878,0.01829,0.02112,0.0579,0.09602,0.01882,0.01563,0.04786,0.05157,0.11463,0.06191,0.2029,0.03014,0.02125,0.027,0.07009,0.05793,0.03246,0.13988
807,chrX,152337200,152350798,MECP2,0.0149,0.09723,0.00885,0.01074,0.01834,0.04993,0.09602,0.02249,0.015,0.04786,0.03993,0.13081,0.09225,0.2029,0.0382,0.01493,0.02146,0.06565,0.03452,0.04137,0.11668
808,chrX,152916624,152930548,GAB3,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
809,chrX,152936518,152947926,GAB3,0.01206,0.08268,0.00891,0.01564,0.03217,0.06659,0.09602,0.01882,0.01563,0.06051,0.06588,0.11463,0.06191,0.23046,0.02461,0.02125,0.03567,0.08791,0.07188,0.04339,0.18979
810,chrX,152976267,152985630,GAB3,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
811,chrX,153097878,153112294,F8,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
812,chrX,153156491,153165261,F8,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
813,chrX,153170557,153188134,F8,0.0149,0.09723,0.00885,0.02139,0.01834,0.06409,0.09602,0.02249,0.01563,0.04786,0.05157,0.13081,0.06191,0.2029,0.03014,0.02705,0.02146,0.08279,0.05793,0.03246,0.13988
814,chrX,153156491,153165261,ZNF622P1,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
815,chrX,153270075,153283303,FUNDC2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
816,chrX,153341935,153352253,BRCC3,0.0133,0.08971,0.00878,0.01829,0.02112,0.07317,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
817,chrX,153425281,153440887,VBP1,0.01117,0.07611,0.00943,0.01343,0.0276,0.06047,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
818,chrX,153502256,153515167,CLIC2,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
819,chrX,153516798,153525688,CLIC2,0.01037,0.07827,0.00963,0.00926,0.03949,0.05417,0.12531,0.01671,0.01563,0.04786,0.07438,0.07883,0.08366,0.24318,0.02571,0.0115,0.05515,0.05001,0.05793,0.05258,0.17241
820,chrX,153536020,153544847,CLIC2,0.01117,0.07611,0.00943,0.01343,0.0276,0.06047,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
821,chrX,153544847,153569230,CLIC2,0.01417,0.08384,0.009,0.01971,0.0169,0.07005,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
822,chrX,153516798,153525688,TWF1P2,0.01037,0.07827,0.00963,0.00926,0.03949,0.05417,0.12531,0.01671,0.01563,0.04786,0.07438,0.07883,0.08366,0.24318,0.02571,0.0115,0.05515,0.05001,0.05793,0.05258,0.17241
823,chrX,153752479,153762753,TMLHE,0.01206,0.08268,0.00891,0.01564,0.02421,0.06659,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
824,chrX,153762753,153774901,TMLHE,0.0149,0.09723,0.00904,0.02139,0.01834,0.08024,0.09602,0.01882,0.01563,0.04786,0.06588,0.11463,0.06191,0.2029,0.02461,0.02125,0.027,0.08791,0.05793,0.04339,0.16525
825,chrX,153774901,153784542,TMLHE,0.02544,0.10621,0.00878,0.00999,0.01936,0.01251,0.07189,0.03444,0.02308,0.07612,0.02642,0.1356,0.1042,0.22,0.11155,0.01339,0.02395,0.01803,0.03366,0.01391,0.04249
826,chrX,153788643,153836446,TMLHE,0.01939,0.09815,0.00883,0.02366,0.01849,0.08495,0.09602,0.02764,0.01453,0.06715,0.06588,0.14873,0.07104,0.2283,0.02461,0.02827,0.02813,0.11833,0.07042,0.05113,0.19279
827,chrX,153849001,153888071,SPRY3,0.02015,0.10515,0.0098,0.02469,0.01152,0.09056,0.09602,0.02249,0.01453,0.04786,0.06588,0.13081,0.07104,0.2029,0.02461,0.0221,0.02146,0.1023,0.04934,0.05113,0.16525
828,chrY,148912,159019,GTPBP6,0.02651,0.08813,0.08928,0.01207,0.01002,0.01137,0.0756,0.21807,0.05715,0.06427,0.03114,0.35735,0.15457,0.2029,0.11136,0.07267,0.11651,0.12903,0.01322,0.02396,0.0225
829,chrY,148912,159019,LINC00685,0.02651,0.08813,0.08928,0.01207,0.01002,0.01137,0.0756,0.21807,0.05715,0.06427,0.03114,0.35735,0.15457,0.2029,0.11136,0.07267,0.11651,0.12903,0.01322,0.02396,0.0225
830,chrY,1988162,1997384,DHRSX,0.0122,0.01097,0.0465,0.03094,0.01452,0.08562,0.02401,0.05558,0.04791,0.01704,0.13966,0.07221,0.03752,0.02143,0.11674,0.12802,0.03985,0.28387,0.06239,0.03127,0.16362
831,chrY,1988162,1997384,LOC124905239,0.0122,0.01097,0.0465,0.03094,0.01452,0.08562,0.02401,0.05558,0.04791,0.01704,0.13966,0.07221,0.03752,0.02143,0.11674,0.12802,0.03985,0.28387,0.06239,0.03127,0.16362
832,chrY,13573526,13588064,TTTY15,0.01117,0.07611,0.00943,0.01693,0.0276,0.06047,0.09602,0.01882,0.01756,0.04786,0.06588,0.11463,0.05369,0.2029,0.02461,0.02599,0.027,0.08791,0.0673,0.0366,0.16525
833,chrY,13588064,13597976,TTTY15,0.01117,0.07611,0.00943,0.01693,0.0276,0.06047,0.09602,0.01882,0.01756,0.04786,0.06588,0.11463,0.05369,0.2029,0.02461,0.02599,0.027,0.08791,0.0673,0.0366,0.16525
834,chrY,13601098,13610054,USP9Y,0.01117,0.07611,0.00943,0.01693,0.0276,0.06047,0.09602,0.01882,0.01756,0.04786,0.06588,0.11463,0.05369,0.2029,0.02461,0.02599,0.027,0.08791,0.0673,0.0366,0.16525
835,chrY,13617081,13626207,USP9Y,0.01117,0.07611,0.00943,0.01693,0.0276,0.06047,0.09602,0.01882,0.01756,0.04786,0.06588,0.11463,0.05369,0.2029,0.02461,0.02599,0.027,0.08791,0.0673,0.0366,0.16525
836,chrY,13649670,13665395,USP9Y,0.01117,0.07611,0.00943,0.01693,0.0276,0.06047,0.09602,0.01882,0.01756,0.04786,0.06588,0.11463,0.05369,0.2029,0.02461,0.02599,0.027,0.08791,0.0673,0.0366,0.16525
837,chrY,13701595,13710388,USP9Y,0.01117,0.07611,0.00943,0.01693,0.0276,0.06047,0.09602,0.01882,0.01756,0.04786,0.06588,0.11463,0.05369,0.2029,0.02461,0.02599,0.027,0.08791,0.0673,0.0366,0.16525
838,chrY,13726912,13737242,USP9Y,0.01117,0.07611,0.00943,0.01693,0.0276,0.06047,0.09602,0.01882,0.01756,0.04786,0.06588,0.11463,0.05369,0.2029,0.02461,0.02599,0.027,0.08791,0.0673,0.0366,0.16525
839,chrY,13701595,13710388,CDY4P,0.01117,0.07611,0.00943,0.01693,0.0276,0.06047,0.09602,0.01882,0.01756,0.04786,0.06588,0.11463,0.05369,0.2029,0.02461,0.02599,0.027,0.08791,0.0673,0.0366,0.16525
840,chrY,14158549,14167167,UTY,0.01117,0.07611,0.00943,0.01693,0.0276,0.06047,0.09602,0.01882,0.01756,0.04786,0.06588,0.11463,0.05369,0.2029,0.02461,0.02599,0.027,0.08791,0.0673,0.0366,0.16525
841,chrY,14170017,14178928,UTY,0.01117,0.07611,0.00943,0.01693,0.0276,0.06047,0.09602,0.01882,0.01756,0.04786,0.06588,0.11463,0.05369,0.2029,0.02461,0.02599,0.027,0.08791,0.0673,0.0366,0.16525
842,chrY,14182551,14194154,UTY,0.01033,0.04608,0.0131,0.01246,0.02862,0.0886,0.0756,0.02095,0.01768,0.0413,0.12551,0.10003,0.03978,0.15609,0.0307,0.0305,0.0198,0.16513,0.05993,0.07852,0.23483
843,chrY,14194154,14205703,UTY,0.01389,0.07858,0.00898,0.02342,0.01634,0.06598,0.09602,0.01882,0.01756,0.04786,0.06588,0.11463,0.05369,0.2029,0.02461,0.02599,0.027,0.08791,0.0673,0.0366,0.16525
844,chrY,14213665,14229679,UTY,0.01117,0.07611,0.00943,0.01693,0.0276,0.06047,0.09602,0.01882,0.01756,0.04786,0.06588,0.11463,0.05369,0.2029,0.02461,0.02599,0.027,0.08791,0.0673,0.0366,0.16525
845,chrY,14242757,14254972,UTY,0.01117,0.07611,0.00943,0.01693,0.0276,0.06047,0.09602,0.01882,0.01756,0.04786,0.06588,0.11463,0.05369,0.2029,0.02461,0.02599,0.027,0.08791,0.0673,0.0366,0.16525
846,chrY,14281263,14293979,UTY,0.01117,0.07611,0.00943,0.01693,0.0276,0.06047,0.09602,0.01882,0.01756,0.04786,0.06588,0.11463,0.05369,0.2029,0.02461,0.02599,0.027,0.08791,0.0673,0.0366,0.16525
847,chrY,14356869,14366102,UTY,0.01117,0.07611,0.00943,0.01693,0.0276,0.06047,0.09602,0.01882,0.01756,0.04786,0.06588,0.11463,0.05369,0.2029,0.02461,0.02599,0.027,0.08791,0.0673,0.0366,0.16525
848,chrY,14182551,14194154,PSMA6P1,0.01033,0.04608,0.0131,0.01246,0.02862,0.0886,0.0756,0.02095,0.01768,0.0413,0.12551,0.10003,0.03978,0.15609,0.0307,0.0305,0.0198,0.16513,0.05993,0.07852,0.23483
849,chrY,14194154,14205703,PSMA6P1,0.01389,0.07858,0.00898,0.02342,0.01634,0.06598,0.09602,0.01882,0.01756,0.04786,0.06588,0.11463,0.05369,0.2029,0.02461,0.02599,0.027,0.08791,0.0673,0.0366,0.16525
850,chrY,15467549,15483536,NLGN4Y,0.01059,0.06996,0.01032,0.01453,0.03128,0.05478,0.09602,0.01882,0.01756,0.04786,0.06588,0.11463,0.05369,0.2029,0.02461,0.02599,0.027,0.08791,0.0673,0.0366,0.16525
851,chrY,15493953,15506413,NLGN4Y,0.01117,0.07611,0.00943,0.01693,0.0276,0.06047,0.09602,0.01882,0.01756,0.04786,0.06588,0.11463,0.05369,0.2029,0.02461,0.02599,0.027,0.08791,0.0673,0.0366,0.16525
852,chrY,15513269,15526124,NLGN4Y,0.01059,0.06996,0.01032,0.01453,0.03128,0.05478,0.09602,0.01882,0.01756,0.04786,0.06588,0.11463,0.05369,0.2029,0.02461,0.02599,0.027,0.08791,0.0673,0.0366,0.16525
853,chrY,15718479,15728683,NLGN4Y,0.01192,0.07676,0.0089,0.01898,0.02298,0.06224,0.09602,0.01882,0.01756,0.04786,0.06588,0.11463,0.05369,0.2029,0.02461,0.02599,0.027,0.08791,0.0673,0.0366,0.16525
854,chrY,23792088,23823959,TTTY4,0.01097,0.01758,0.01248,0.02319,0.05023,0.08179,0.02708,0.02307,0.02258,0.07073,0.09638,0.03456,0.0152,0.08015,0.04434,0.04516,0.03438,0.13056,0.11867,0.0468,0.23596
855,chrY,23792088,23823959,BPY2C,0.01097,0.01758,0.01248,0.02319,0.05023,0.08179,0.02708,0.02307,0.02258,0.07073,0.09638,0.03456,0.0152,0.08015,0.04434,0.04516,0.03438,0.13056,0.11867,0.0468,0.23596
856,chrY,23823959,23837727,BPY2C,0.01138,0.02423,0.01417,0.02521,0.04153,0.07487,0.03229,0.02771,0.02276,0.06565,0.08676,0.05019,0.01554,0.09029,0.03249,0.05359,0.026,0.13578,0.10713,0.03649,0.21219
857,chrY,23837727,23852784,BPY2C,0.01127,0.02091,0.01961,0.01903,0.05141,0.0619,0.02971,0.0344,0.019,0.07813,0.07224,0.05267,0.01585,0.09511,0.03145,0.05547,0.02399,0.1283,0.11202,0.03764,0.20765
858,chrY,23837727,23852784,ZNF736P5Y,0.01127,0.02091,0.01961,0.01903,0.05141,0.0619,0.02971,0.0344,0.019,0.07813,0.07224,0.05267,0.01585,0.09511,0.03145,0.05547,0.02399,0.1283,0.11202,0.03764,0.20765
859,chrY,24211645,24229764,BPY2B,0.01254,0.0253,0.0148,0.017,0.03887,0.08079,0.03085,0.03188,0.01587,0.07335,0.08517,0.05317,0.01784,0.09779,0.03571,0.04023,0.02219,0.14081,0.08546,0.0525,0.2352
860,chrY,24229764,24251349,BPY2B,0.01033,0.02374,0.0156,0.02033,0.03418,0.08528,0.03806,0.02364,0.02465,0.04668,0.11539,0.05531,0.01609,0.08758,0.04065,0.05004,0.01996,0.16229,0.08625,0.05038,0.22429
861,chrY,24251349,24283859,TTTY4B,0.01105,0.01903,0.01661,0.01791,0.04586,0.06881,0.0282,0.02891,0.01864,0.06861,0.08059,0.04302,0.01563,0.08019,0.03485,0.0463,0.02375,0.12686,0.10006,0.04442,0.21254
862,chrY,25831552,25849672,BPY2,0.01063,0.02972,0.01627,0.02176,0.03485,0.08566,0.04187,0.02689,0.02327,0.0529,0.11037,0.06571,0.0182,0.10471,0.03462,0.05435,0.01873,0.1597,0.09586,0.05306,0.23563
863,chrY,25849672,25870481,BPY2,0.01096,0.02567,0.01463,0.02067,0.03413,0.08823,0.03498,0.02629,0.0206,0.05261,0.10266,0.05488,0.01661,0.0892,0.03945,0.04696,0.02039,0.15475,0.0849,0.05198,0.21996
